Date,Service,InstanceType,Region,Cost,CPUUtilization,MemoryUtilization,NetworkIO,StorageUsed,RunningHours,Recommendation
2024-08-01,Lambda,512MB,us-west-2,0.09,49.78,35.97,1.71,0.0,0,optimal
2024-06-23,RDS,db.t3.small,ap-south-1,16.18,43.98,80.87,38.49,280.33,496,optimal
2024-07-22,EBS,gp3,us-east-1,26.48,0.0,0.0,28.4,319.04,730,optimal
2024-10-10,EC2,t3.small,us-east-1,13.76,46.55,54.19,122.43,98.13,653,optimal
2024-09-07,RDS,db.t3.micro,ap-southeast-1,8.53,41.87,44.61,67.13,538.49,497,optimal
2024-10-17,EBS,gp3,ap-southeast-1,46.44,0.0,0.0,107.41,578.12,730,delete_unused
2024-03-25,EC2,t3.micro,eu-west-1,5.53,32.1,27.59,243.37,114.44,538,optimal
2024-11-17,S3,Intelligent-Tiering,us-west-2,19.7,0.0,0.0,55.86,1522.3,730,optimal
2024-12-06,RDS,db.r5.xlarge,eu-central-1,224.98,29.16,37.57,26.2,714.61,463,optimal
2024-07-27,EC2,t3.small,ap-south-1,11.11,49.18,37.7,54.94,48.53,539,optimal
2024-02-05,EBS,gp2,us-west-2,45.42,0.0,0.0,11.2,436.93,730,optimal
2024-08-08,S3,Standard,ap-southeast-1,117.23,0.0,0.0,16.41,5072.62,730,intelligent_tiering
2024-07-30,EBS,io1,ap-south-1,19.59,0.0,0.0,6.89,164.84,730,delete_unused
2024-07-03,EC2,m5.2xlarge,eu-west-1,56.8,35.25,45.3,5.47,47.35,147,terminate
2024-05-31,Lambda,1024MB,us-west-2,0.18,31.58,53.15,10.18,0.0,0,optimal
2024-06-30,EC2,t3.large,us-east-1,50.22,26.19,17.98,165.45,103.42,624,downsize
2024-09-27,S3,Glacier,eu-central-1,14.3,0.0,0.0,28.97,3735.1,730,optimal
2024-05-30,EC2,m5.large,us-west-2,26.89,16.79,24.38,43.64,41.87,286,optimal
2024-03-25,EBS,io1,eu-west-1,31.95,0.0,0.0,5.27,243.45,730,downgrade_to_gp3
2024-04-24,RDS,db.r5.large,eu-central-1,95.86,50.25,70.42,23.12,436.59,402,optimal
2024-04-04,RDS,db.t3.medium,us-west-2,29.27,37.75,32.65,89.17,402.31,447,optimal
2024-09-11,EBS,gp3,us-east-1,16.06,0.0,0.0,3.64,193.34,730,delete_unused
2024-10-12,RDS,db.r5.xlarge,ap-south-1,203.74,77.14,54.72,9.69,677.95,435,optimal
2024-05-06,EC2,t3.2xlarge,us-east-1,38.08,6.62,5.0,138.18,240.56,120,terminate
2024-03-20,Lambda,128MB,ap-south-1,0.02,36.17,27.7,7.98,0.0,0,optimal
2024-01-10,S3,Glacier,ap-south-1,9.59,0.0,0.0,25.74,2420.41,730,optimal
2024-02-14,S3,Intelligent-Tiering,ap-southeast-1,23.09,0.0,0.0,98.32,1911.91,730,optimal
2024-10-21,Lambda,128MB,ap-southeast-1,0.02,90.93,15.41,0.41,0.0,0,optimal
2024-06-19,Lambda,256MB,us-west-2,0.05,4.63,60.31,0.43,0.0,0,optimal
2024-04-21,EC2,c5.large,eu-west-1,48.64,17.19,12.19,218.77,206.83,569,optimal
2024-10-22,Lambda,1024MB,ap-south-1,0.17,50.18,15.31,0.85,0.0,0,reduce_memory
2024-09-26,S3,Glacier,eu-west-1,5.62,0.0,0.0,3.99,1383.94,730,optimal
2024-04-11,S3,Glacier,eu-central-1,17.13,0.0,0.0,28.63,4203.55,730,optimal
2024-05-20,S3,Glacier,us-west-2,19.92,0.0,0.0,11.0,4956.17,730,optimal
2024-11-08,S3,Intelligent-Tiering,eu-central-1,54.43,0.0,0.0,8.29,4371.3,730,optimal
2024-04-15,Lambda,256MB,us-west-2,0.05,28.13,78.53,9.61,0.0,0,optimal
2024-04-22,EC2,t3.micro,us-west-2,1.08,52.49,76.26,96.62,60.08,107,terminate
2024-05-19,Lambda,128MB,eu-central-1,0.02,26.96,17.03,1.38,0.0,0,optimal
2024-12-07,Lambda,256MB,us-west-2,0.04,28.32,32.73,5.43,0.0,0,optimal
2024-05-25,RDS,db.t3.medium,us-west-2,50.63,44.88,48.43,38.61,736.67,730,optimal
2024-01-24,EC2,t3.medium,ap-southeast-1,25.47,53.47,61.63,32.61,34.05,638,optimal
2024-11-18,EC2,c5.large,eu-west-1,9.23,13.08,5.09,137.72,33.71,112,terminate
2024-01-02,EC2,t3.small,us-west-2,14.44,31.91,34.02,55.6,112.78,701,optimal
2024-06-25,RDS,db.t3.micro,eu-central-1,10.86,22.45,53.35,25.59,593.22,657,optimal
2024-02-22,EBS,io2,ap-southeast-1,59.99,0.0,0.0,59.62,499.81,730,optimal
2024-02-20,S3,Intelligent-Tiering,eu-west-1,98.35,0.0,0.0,36.32,7989.94,730,optimal
2024-08-01,Lambda,256MB,eu-central-1,0.04,35.45,18.14,2.08,0.0,0,optimal
2024-01-23,Lambda,128MB,ap-southeast-1,0.02,8.92,21.05,0.02,0.0,0,optimal
2024-05-13,RDS,db.r5.large,us-west-2,153.37,42.61,36.94,3.83,590.14,633,reserved_instance
2024-12-26,S3,Standard,eu-west-1,63.58,0.0,0.0,14.16,2778.52,730,optimal
2024-04-30,S3,Standard,eu-west-1,51.34,0.0,0.0,68.06,2302.63,730,optimal
2024-06-28,S3,Intelligent-Tiering,ap-southeast-1,104.72,0.0,0.0,226.65,8547.21,730,optimal
2024-03-25,RDS,db.t3.small,ap-southeast-1,22.97,68.44,64.79,55.93,915.56,674,optimal
2024-12-29,S3,Intelligent-Tiering,eu-central-1,37.19,0.0,0.0,6.84,3020.94,730,optimal
2024-07-17,EC2,t3.micro,ap-south-1,6.37,14.72,24.2,125.9,108.87,598,optimal
2024-06-06,EBS,gp2,ap-south-1,17.37,0.0,0.0,60.91,172.66,730,optimal
2024-02-16,RDS,db.r5.large,us-east-1,170.48,22.99,65.29,34.73,629.41,710,downsize
2024-04-25,S3,Glacier,us-east-1,19.56,0.0,0.0,59.2,4781.02,730,optimal
2024-07-07,EC2,t3.xlarge,us-east-1,106.83,35.54,34.09,102.9,38.67,657,optimal
2024-07-08,EBS,io1,us-east-1,37.52,0.0,0.0,28.73,287.38,730,delete_unused
2024-09-17,EBS,io2,eu-west-1,9.37,0.0,0.0,59.54,74.47,730,optimal
2024-10-09,S3,Intelligent-Tiering,ap-south-1,24.08,0.0,0.0,2.82,1968.48,730,optimal
2024-07-07,S3,Glacier,eu-west-1,21.69,0.0,0.0,90.07,5204.43,730,optimal
2024-11-01,S3,Intelligent-Tiering,ap-southeast-1,36.81,0.0,0.0,9.72,2940.84,730,optimal
2024-12-24,EBS,io2,eu-central-1,57.62,0.0,0.0,22.92,462.21,730,downgrade_to_gp3
2024-08-07,EC2,t3.medium,us-west-2,16.15,49.98,62.54,100.89,54.61,398,optimal
2024-01-09,EC2,t3.small,ap-southeast-1,8.6,11.07,10.3,24.92,234.76,435,optimal
2024-03-09,RDS,db.r5.xlarge,us-east-1,251.82,69.87,54.74,4.17,629.54,550,reserved_instance
2024-01-13,EC2,t3.2xlarge,us-east-1,205.0,53.6,62.25,64.41,163.85,594,optimal
2024-08-08,RDS,db.r5.xlarge,ap-southeast-1,257.26,45.35,12.28,132.37,701.45,538,reserved_instance
2024-03-28,EC2,t3.small,us-west-2,4.47,30.0,30.77,248.24,83.8,211,optimal
2024-08-23,RDS,db.t3.small,us-east-1,24.92,52.85,19.09,101.66,326.27,703,optimal
2024-06-02,RDS,db.t3.medium,us-west-2,33.26,9.85,50.38,41.99,685.98,495,optimal
2024-01-13,EBS,gp3,eu-west-1,11.75,0.0,0.0,42.32,146.69,730,optimal
2024-02-13,EBS,io1,eu-central-1,79.56,0.0,0.0,28.99,624.31,730,downgrade_to_gp3
2024-09-19,Lambda,256MB,eu-west-1,0.04,45.82,44.97,2.25,0.0,0,optimal
2024-02-26,RDS,db.r5.large,us-west-2,123.12,48.1,21.18,9.8,984.7,506,optimal
2024-01-21,Lambda,256MB,eu-west-1,0.04,38.92,18.65,0.01,0.0,0,optimal
2024-09-09,EC2,c5.xlarge,us-west-2,87.19,6.51,5.0,13.81,70.15,499,downsize
2024-02-05,EBS,io2,eu-central-1,31.92,0.0,0.0,48.72,262.19,730,downgrade_to_gp3
2024-09-11,EBS,io1,us-west-2,28.77,0.0,0.0,16.07,221.63,730,downgrade_to_gp3
2024-12-15,S3,Standard,eu-west-1,88.32,0.0,0.0,52.92,3665.43,730,optimal
2024-09-30,S3,Standard,eu-west-1,36.9,0.0,0.0,10.79,1687.19,730,optimal
2024-06-14,EBS,io1,us-east-1,54.84,0.0,0.0,28.84,424.73,730,downgrade_to_gp3
2024-02-23,S3,Standard,eu-central-1,155.19,0.0,0.0,24.41,7051.33,730,intelligent_tiering
2024-01-28,S3,Standard,ap-south-1,91.75,0.0,0.0,136.73,3896.35,730,optimal
2024-09-09,RDS,db.t3.medium,us-west-2,27.92,22.69,58.32,98.63,352.83,401,optimal
2024-10-03,EBS,io1,ap-south-1,30.03,0.0,0.0,15.09,249.01,730,downgrade_to_gp3
2024-01-17,Lambda,512MB,ap-southeast-1,0.08,21.33,41.95,12.1,0.0,0,optimal
2024-03-01,S3,Intelligent-Tiering,ap-southeast-1,35.34,0.0,0.0,60.26,2763.33,730,optimal
2024-03-19,S3,Glacier,ap-southeast-1,3.17,0.0,0.0,70.21,779.14,730,optimal
2024-01-26,EBS,io2,ap-south-1,21.99,0.0,0.0,13.16,172.65,730,downgrade_to_gp3
2024-09-11,S3,Glacier,eu-central-1,21.0,0.0,0.0,102.61,5134.57,730,optimal
2024-10-20,EC2,t3.small,eu-west-1,9.27,20.32,8.39,218.7,100.76,464,optimal
2024-01-09,EBS,gp2,eu-central-1,37.07,0.0,0.0,98.94,389.83,730,optimal
2024-06-22,EBS,io1,eu-west-1,26.01,0.0,0.0,58.82,209.5,730,optimal
2024-01-04,S3,Glacier,ap-southeast-1,11.21,0.0,0.0,75.79,2762.33,730,optimal
2024-11-26,RDS,db.r5.xlarge,eu-central-1,286.42,33.96,61.58,52.88,538.43,576,reserved_instance
2024-05-02,Lambda,128MB,eu-west-1,0.02,47.26,35.3,0.06,0.0,0,optimal
2024-08-30,Lambda,128MB,ap-south-1,0.02,36.31,23.1,0.06,0.0,0,optimal
2024-10-10,S3,Intelligent-Tiering,ap-south-1,26.79,0.0,0.0,27.41,2146.72,730,optimal
2024-04-30,S3,Standard,eu-west-1,212.01,0.0,0.0,33.15,9433.48,730,intelligent_tiering
2024-02-20,EBS,gp3,eu-west-1,27.84,0.0,0.0,28.1,338.59,730,optimal
2024-01-16,RDS,db.r5.large,eu-west-1,145.08,38.65,29.26,163.13,426.29,585,optimal
2024-05-14,Lambda,128MB,us-east-1,0.02,27.57,38.2,17.82,0.0,0,optimal
2024-05-21,RDS,db.r5.xlarge,eu-west-1,200.76,70.06,54.4,66.46,382.13,410,optimal
2024-05-03,RDS,db.r5.large,ap-south-1,120.16,21.65,57.74,64.37,995.53,525,downsize
2024-07-13,EBS,gp3,eu-west-1,8.87,0.0,0.0,25.75,112.81,730,delete_unused
2024-02-22,EC2,t3.micro,eu-west-1,4.76,36.46,43.04,51.83,39.95,454,optimal
2024-06-01,EBS,gp2,ap-southeast-1,21.44,0.0,0.0,28.98,206.17,730,optimal
2024-11-19,S3,Intelligent-Tiering,us-east-1,98.53,0.0,0.0,0.39,7551.88,730,optimal
2024-07-21,S3,Standard,eu-west-1,82.0,0.0,0.0,5.01,3442.57,730,optimal
2024-11-20,EBS,gp3,us-east-1,15.36,0.0,0.0,25.08,186.96,730,optimal
2024-07-29,Lambda,256MB,eu-west-1,0.05,55.35,19.11,1.99,0.0,0,optimal
2024-11-04,EC2,m5.large,eu-central-1,15.26,4.65,5.0,38.99,258.54,155,terminate
2024-07-10,S3,Intelligent-Tiering,eu-central-1,33.41,0.0,0.0,9.65,2638.79,730,optimal
2024-04-07,EBS,gp2,eu-west-1,40.95,0.0,0.0,29.7,398.9,730,optimal
2024-11-22,S3,Standard,eu-central-1,69.89,0.0,0.0,37.75,2959.96,730,optimal
2024-04-05,RDS,db.t3.small,us-east-1,23.39,30.01,64.08,26.65,631.86,707,optimal
2024-11-16,RDS,db.t3.micro,ap-southeast-1,7.74,46.9,54.14,24.19,219.92,479,optimal
2024-12-17,EC2,t3.micro,ap-south-1,2.32,65.61,69.83,56.3,67.55,227,optimal
2024-03-01,EC2,t3.large,ap-south-1,50.52,23.74,19.29,74.92,151.58,600,optimal
2024-08-29,RDS,db.r5.xlarge,us-east-1,193.15,49.99,37.5,47.9,868.49,417,optimal
2024-08-16,Lambda,128MB,ap-south-1,0.02,54.24,27.54,1.5,0.0,0,optimal
2024-12-19,Lambda,1024MB,us-east-1,0.17,56.64,58.21,1.33,0.0,0,optimal
2024-12-21,Lambda,1024MB,eu-central-1,0.18,35.51,17.57,1.97,0.0,0,reduce_memory
2024-09-17,EBS,io1,us-west-2,19.15,0.0,0.0,62.34,158.51,730,optimal
2024-02-15,Lambda,512MB,us-east-1,0.09,71.89,21.43,0.56,0.0,0,optimal
2024-11-01,EBS,gp3,us-west-2,91.14,0.0,0.0,36.21,1156.22,730,optimal
2024-02-03,RDS,db.r5.large,us-west-2,137.01,50.02,46.6,16.87,490.66,550,optimal
2024-11-06,EC2,t3.small,eu-west-1,3.16,19.66,24.21,96.52,176.02,155,terminate
2024-07-03,S3,Standard,ap-south-1,69.29,0.0,0.0,60.86,3093.71,730,optimal
2024-04-27,S3,Intelligent-Tiering,ap-south-1,67.49,0.0,0.0,97.36,5164.48,730,optimal
2024-09-21,EBS,io1,eu-central-1,11.2,0.0,0.0,32.18,90.37,730,downgrade_to_gp3
2024-09-20,S3,Standard,ap-south-1,25.83,0.0,0.0,0.12,1116.91,730,optimal
2024-06-11,RDS,db.r5.large,us-west-2,137.03,41.99,13.02,2.24,642.98,588,optimal
2024-09-21,EC2,t3.small,eu-west-1,7.09,56.35,48.09,49.11,71.83,337,optimal
2024-12-07,S3,Glacier,eu-west-1,12.66,0.0,0.0,6.12,3327.95,730,optimal
2024-10-19,Lambda,256MB,us-east-1,0.05,17.95,70.96,2.13,0.0,0,optimal
2024-01-19,RDS,db.t3.small,us-west-2,14.68,26.66,37.03,47.35,306.71,418,optimal
2024-03-24,EC2,t3.small,ap-southeast-1,15.72,64.14,52.26,21.34,157.38,722,optimal
2024-03-10,Lambda,1024MB,us-east-1,0.18,56.58,79.83,2.46,0.0,0,optimal
2024-02-26,Lambda,256MB,ap-south-1,0.05,73.61,25.81,5.55,0.0,0,optimal
2024-06-30,S3,Glacier,eu-west-1,21.52,0.0,0.0,72.04,5299.56,730,optimal
2024-07-05,S3,Standard,eu-west-1,44.39,0.0,0.0,33.51,1996.04,730,optimal
2024-02-18,EBS,gp2,ap-southeast-1,41.36,0.0,0.0,79.74,406.16,730,optimal
2024-08-26,Lambda,128MB,eu-west-1,0.02,41.58,60.63,9.75,0.0,0,optimal
2024-03-22,Lambda,1024MB,us-west-2,0.17,35.93,54.03,2.74,0.0,0,optimal
2024-05-31,S3,Standard,eu-central-1,62.76,0.0,0.0,135.71,2828.73,730,optimal
2024-09-10,Lambda,128MB,eu-west-1,0.02,29.5,73.94,0.09,0.0,0,optimal
2024-11-18,EC2,t3.small,us-east-1,12.53,76.69,56.41,44.85,37.43,613,optimal
2024-01-21,EC2,c5.xlarge,us-west-2,81.16,51.33,40.07,62.58,31.63,502,optimal
2024-05-21,EBS,gp2,us-west-2,46.34,0.0,0.0,65.81,472.72,730,optimal
2024-12-02,EBS,io2,eu-west-1,20.21,0.0,0.0,61.02,165.72,730,optimal
2024-09-26,EBS,io1,eu-central-1,31.65,0.0,0.0,14.32,243.13,730,downgrade_to_gp3
2024-07-09,RDS,db.r5.large,eu-west-1,119.24,53.18,23.23,46.21,447.76,509,optimal
2024-02-16,Lambda,1024MB,ap-south-1,0.18,26.11,25.25,0.69,0.0,0,reduce_memory
2024-02-05,EC2,t3.2xlarge,us-west-2,182.21,44.27,49.69,359.68,39.24,552,optimal
2024-03-30,S3,Intelligent-Tiering,eu-west-1,31.8,0.0,0.0,37.53,2588.56,730,optimal
2024-07-16,RDS,db.t3.small,eu-central-1,16.67,37.5,43.97,26.87,619.11,501,optimal
2024-05-11,RDS,db.t3.medium,ap-south-1,45.4,40.52,45.63,24.79,528.92,683,optimal
2024-11-07,EC2,c5.large,us-east-1,10.23,52.98,44.9,9.75,151.46,125,terminate
2024-01-16,EC2,t3.medium,eu-west-1,11.83,33.36,19.62,178.31,33.87,281,optimal
2024-01-12,EC2,t3.medium,eu-central-1,23.36,61.59,58.5,31.0,31.03,573,optimal
2024-07-11,EC2,m5.large,eu-central-1,22.86,52.52,68.44,246.66,70.29,236,optimal
2024-07-10,EBS,io1,eu-central-1,30.24,0.0,0.0,68.0,253.19,730,optimal
2024-05-31,S3,Standard,us-east-1,180.03,0.0,0.0,106.95,7699.98,730,intelligent_tiering
2024-03-07,EBS,io1,ap-south-1,4.31,0.0,0.0,29.21,36.24,730,downgrade_to_gp3
2024-02-17,Lambda,256MB,eu-central-1,0.04,33.72,23.47,2.34,0.0,0,optimal
2024-05-09,RDS,db.t3.micro,ap-southeast-1,12.4,37.34,58.25,16.86,255.92,718,optimal
2024-05-11,EC2,c5.xlarge,ap-southeast-1,64.17,42.14,45.95,196.68,38.16,394,optimal
2024-08-30,EBS,gp2,us-west-2,16.23,0.0,0.0,13.81,169.98,730,optimal
2024-02-26,Lambda,128MB,ap-southeast-1,0.02,35.55,28.75,0.94,0.0,0,optimal
2024-08-01,EBS,io1,ap-south-1,56.78,0.0,0.0,5.23,446.31,730,downgrade_to_gp3
2024-09-14,EBS,gp2,ap-southeast-1,27.3,0.0,0.0,44.25,274.7,730,optimal
2024-04-30,EBS,gp3,eu-central-1,10.0,0.0,0.0,52.9,131.08,730,optimal
2024-06-06,EC2,t3.xlarge,eu-west-1,78.51,19.5,15.03,106.49,54.03,452,downsize
2024-01-02,EBS,io2,us-west-2,31.51,0.0,0.0,18.86,245.71,730,downgrade_to_gp3
2024-04-18,RDS,db.t3.micro,ap-south-1,10.97,41.51,39.31,45.55,347.62,666,optimal
2024-09-01,EC2,t3.large,ap-south-1,21.5,29.94,31.2,139.7,70.09,265,optimal
2024-12-26,S3,Standard,ap-south-1,55.56,0.0,0.0,18.98,2480.36,730,optimal
2024-10-06,S3,Glacier,us-west-2,6.18,0.0,0.0,76.2,1602.21,730,optimal
2024-09-11,EC2,t3.xlarge,ap-south-1,94.04,28.08,7.2,155.48,87.69,556,downsize
2024-11-17,RDS,db.t3.medium,eu-west-1,36.64,34.42,55.05,11.51,443.49,556,optimal
2024-07-18,RDS,db.t3.medium,eu-central-1,36.52,55.08,48.02,12.02,307.1,533,optimal
2024-09-03,S3,Glacier,eu-central-1,10.22,0.0,0.0,85.75,2591.12,730,optimal
2024-06-22,EBS,gp2,us-west-2,44.51,0.0,0.0,27.06,436.56,730,delete_unused
2024-01-08,EC2,t3.2xlarge,us-west-2,91.9,56.1,54.04,74.87,26.78,269,optimal
2024-02-07,EBS,gp2,eu-west-1,85.56,0.0,0.0,53.93,867.41,730,optimal
2024-10-26,S3,Glacier,ap-south-1,31.38,0.0,0.0,22.62,7851.23,730,optimal
2024-02-06,RDS,db.t3.small,eu-central-1,22.33,35.38,43.18,14.07,893.54,687,optimal
2024-09-26,Lambda,1024MB,us-east-1,0.18,30.21,41.89,0.23,0.0,0,optimal
2024-09-17,EBS,gp3,us-west-2,15.62,0.0,0.0,19.89,203.91,730,delete_unused
2024-07-09,EC2,t3.small,us-west-2,14.13,22.89,9.02,128.06,203.39,699,optimal
2024-06-17,RDS,db.t3.small,eu-west-1,17.65,24.96,44.96,17.16,461.02,535,optimal
2024-10-21,S3,Intelligent-Tiering,eu-central-1,67.96,0.0,0.0,77.46,5521.78,730,optimal
2024-01-10,RDS,db.t3.micro,eu-central-1,10.66,68.87,53.38,16.91,159.46,605,optimal
2024-10-06,EC2,t3.micro,us-east-1,3.27,5.4,15.07,17.58,54.78,319,optimal
2024-03-22,S3,Intelligent-Tiering,us-east-1,23.06,0.0,0.0,106.85,1770.99,730,optimal
2024-09-03,RDS,db.t3.micro,ap-south-1,8.01,20.56,13.57,51.13,721.36,450,optimal
2024-05-29,EC2,t3.xlarge,us-west-2,54.18,9.98,5.0,29.72,147.02,328,downsize
2024-08-12,S3,Intelligent-Tiering,eu-west-1,24.64,0.0,0.0,0.5,1877.82,730,optimal
2024-12-28,S3,Glacier,eu-west-1,17.3,0.0,0.0,0.04,4268.55,730,optimal
2024-07-10,EC2,m5.xlarge,us-west-2,55.93,9.81,15.76,211.56,170.93,298,downsize
2024-01-03,EC2,m5.large,eu-west-1,34.68,60.45,56.48,96.67,36.77,368,optimal
2024-09-16,Lambda,1024MB,eu-west-1,0.18,43.73,66.02,0.0,0.0,0,optimal
2024-08-17,EBS,gp2,eu-west-1,40.53,0.0,0.0,72.83,391.36,730,optimal
2024-02-07,Lambda,1024MB,eu-west-1,0.17,53.9,53.59,8.06,0.0,0,optimal
2024-06-20,EC2,m5.xlarge,us-west-2,129.74,25.5,27.12,78.72,47.88,671,downsize
2024-07-17,S3,Standard,us-east-1,104.29,0.0,0.0,92.78,4538.89,730,optimal
2024-04-20,Lambda,128MB,us-east-1,0.02,50.99,16.28,0.86,0.0,0,optimal
2024-09-02,EC2,t3.xlarge,eu-central-1,41.81,38.33,31.35,59.11,25.58,263,optimal
2024-03-29,RDS,db.r5.xlarge,ap-southeast-1,252.4,66.5,45.82,91.63,727.13,545,reserved_instance
2024-06-18,RDS,db.t3.micro,ap-south-1,10.58,23.07,49.28,3.04,904.06,607,optimal
2024-12-27,S3,Standard,eu-central-1,73.64,0.0,0.0,5.34,3204.16,730,optimal
2024-05-24,S3,Standard,ap-south-1,50.98,0.0,0.0,9.5,2247.86,730,optimal
2024-12-04,EC2,t3.2xlarge,eu-west-1,37.88,22.57,21.59,55.4,97.84,110,terminate
2024-01-15,EBS,io1,ap-southeast-1,39.91,0.0,0.0,5.09,308.62,730,downgrade_to_gp3
2024-01-07,EBS,io1,us-west-2,24.3,0.0,0.0,17.41,186.73,730,delete_unused
2024-08-26,EBS,io2,ap-southeast-1,16.97,0.0,0.0,29.31,133.12,730,delete_unused
2024-11-10,EBS,gp2,ap-southeast-1,35.29,0.0,0.0,16.81,343.35,730,optimal
2024-10-29,EBS,io2,eu-west-1,22.61,0.0,0.0,25.08,178.07,730,downgrade_to_gp3
2024-12-22,EC2,t3.large,us-east-1,17.22,30.52,54.08,89.63,55.83,207,optimal
2024-10-11,Lambda,128MB,ap-southeast-1,0.02,53.7,25.18,3.66,0.0,0,optimal
2024-09-24,Lambda,128MB,eu-west-1,0.02,31.39,39.46,6.07,0.0,0,optimal
2024-08-17,S3,Glacier,ap-south-1,17.52,0.0,0.0,158.61,4405.7,730,optimal
2024-12-14,EC2,m5.large,eu-central-1,16.61,18.1,19.4,12.08,152.07,168,terminate
2024-08-04,S3,Intelligent-Tiering,eu-central-1,27.87,0.0,0.0,3.33,2293.31,730,optimal
2024-01-26,EBS,io2,eu-central-1,73.72,0.0,0.0,20.27,617.09,730,downgrade_to_gp3
2024-10-06,EBS,io1,us-east-1,12.13,0.0,0.0,32.07,97.81,730,downgrade_to_gp3
2024-10-08,RDS,db.t3.micro,us-west-2,11.61,55.73,17.94,101.5,732.27,685,optimal
2024-07-07,RDS,db.r5.xlarge,eu-west-1,293.96,39.99,44.78,57.71,444.33,639,reserved_instance
2024-11-09,S3,Standard,us-east-1,34.64,0.0,0.0,148.17,1508.51,730,optimal
2024-06-21,S3,Glacier,us-east-1,13.27,0.0,0.0,19.85,3473.24,730,optimal
2024-12-07,S3,Standard,eu-central-1,151.5,0.0,0.0,29.53,6542.73,730,intelligent_tiering
2024-09-20,EBS,io1,us-east-1,44.86,0.0,0.0,20.69,371.44,730,delete_unused
2024-10-10,EC2,t3.small,eu-central-1,12.37,3.96,14.89,19.49,100.65,601,optimal
2024-09-30,Lambda,256MB,eu-west-1,0.05,10.61,59.78,2.28,0.0,0,optimal
2024-09-18,EC2,m5.2xlarge,eu-west-1,83.41,24.11,22.84,111.78,78.1,219,downsize
2024-12-23,S3,Glacier,eu-central-1,20.34,0.0,0.0,79.52,5237.12,730,optimal
2024-07-29,Lambda,512MB,eu-central-1,0.09,23.96,17.33,6.29,0.0,0,optimal
2024-12-03,EC2,m5.large,ap-south-1,39.43,46.42,55.6,13.02,52.45,424,optimal
2024-05-28,EC2,t3.medium,us-west-2,8.53,21.19,20.82,188.73,122.17,196,terminate
2024-04-12,S3,Standard,ap-southeast-1,94.78,0.0,0.0,10.3,4172.82,730,optimal
2024-07-16,EBS,gp3,ap-south-1,26.14,0.0,0.0,11.37,323.66,730,optimal
2024-12-09,Lambda,512MB,eu-central-1,0.09,44.45,61.3,0.26,0.0,0,optimal
2024-02-18,RDS,db.r5.xlarge,eu-west-1,302.31,56.6,37.88,6.95,797.72,637,reserved_instance
2024-01-12,EC2,t3.small,eu-central-1,13.6,34.71,24.94,38.63,54.0,660,optimal
2024-05-29,S3,Standard,ap-southeast-1,55.96,0.0,0.0,85.3,2347.52,730,optimal
2024-03-15,RDS,db.t3.medium,ap-southeast-1,28.31,20.46,46.3,29.48,125.83,431,optimal
2024-03-30,RDS,db.r5.xlarge,eu-central-1,339.39,26.31,22.84,36.12,608.36,674,reserved_instance
2024-11-10,RDS,db.t3.micro,us-west-2,11.11,50.61,32.26,74.4,423.18,675,optimal
2024-02-29,S3,Glacier,eu-central-1,17.54,0.0,0.0,51.44,4301.69,730,optimal
2024-07-19,EC2,t3.xlarge,us-east-1,117.24,48.77,43.31,85.82,68.64,687,optimal
2024-07-21,RDS,db.r5.large,us-west-2,168.44,46.26,67.19,29.28,505.1,688,reserved_instance
2024-03-23,RDS,db.t3.medium,ap-south-1,41.06,31.59,58.85,19.83,888.74,582,optimal
2024-04-13,Lambda,1024MB,us-west-2,0.17,42.78,47.98,0.0,0.0,0,optimal
2024-03-01,EC2,c5.large,ap-south-1,38.56,21.13,14.42,98.65,121.13,468,optimal
2024-04-12,RDS,db.r5.large,us-west-2,151.66,31.3,31.44,26.11,809.9,624,optimal
2024-03-10,EC2,m5.large,eu-central-1,57.48,34.53,23.92,72.0,153.04,574,optimal
2024-07-07,S3,Glacier,ap-southeast-1,19.82,0.0,0.0,9.16,5066.02,730,optimal
2024-01-08,S3,Glacier,eu-central-1,37.18,0.0,0.0,3.79,9585.32,730,optimal
2024-04-19,EC2,t3.large,eu-central-1,35.31,15.12,15.86,36.84,133.53,431,optimal
2024-12-07,RDS,db.r5.large,eu-west-1,141.17,35.75,39.54,20.52,410.31,591,optimal
2024-12-18,EC2,m5.2xlarge,ap-southeast-1,245.48,7.95,8.77,213.1,161.0,628,downsize
2024-04-14,EC2,m5.large,ap-south-1,23.68,35.22,39.75,163.66,90.55,242,optimal
2024-10-15,S3,Glacier,us-east-1,16.8,0.0,0.0,20.91,4104.77,730,optimal
2024-08-14,EC2,t3.xlarge,ap-south-1,91.03,11.16,5.2,62.41,62.54,529,downsize
2024-09-06,RDS,db.r5.xlarge,eu-west-1,227.14,32.48,56.27,16.84,238.85,469,optimal
2024-08-16,EBS,gp2,ap-south-1,10.18,0.0,0.0,25.43,100.5,730,optimal
2024-08-07,RDS,db.r5.large,ap-southeast-1,177.3,38.14,71.95,16.93,952.88,715,reserved_instance
2024-09-24,EC2,t3.micro,eu-west-1,5.78,14.85,29.33,37.58,48.09,558,optimal
2024-03-15,EC2,t3.medium,ap-southeast-1,26.26,37.37,58.21,66.24,159.85,643,optimal
2024-10-02,EBS,gp3,us-west-2,12.8,0.0,0.0,147.41,164.39,730,optimal
2024-10-15,Lambda,128MB,ap-south-1,0.02,37.04,34.41,9.89,0.0,0,optimal
